Valores de las variables nacimientos;;
;2215;Pasaco
;2216;San JosÇ Acatempa
;2217;Quesada
;2300;Extranjero
;9999;Ignorado
Nacionalidad de la madre;8;Albania
;32;Argentina
;36;Australia
;56;BÇlgica
;68;Bolivia
;76;Brasil
;84;Belice
;124;Canad†
;144;Sri Lanka
;152;Chile
;156;China
;170;Colombia
;188;Costa Rica
;192;Cuba
;214;Rep£blica Dominicana
;218;Ecuador
;222;El Salvador
;275;Palestina
;276;Alemania
;312;Guadalupe
;316;Guam
;320;Guatemala
;332;Hait°
;340;Honduras
;344;Hong Kong
;376;Israel
;380;Italia
;392;Jap¢n
;400;Jordania
;410;Corea Del Sur
;568;Gran Breta§a
;600;Paraguay
;604;Per£
;608;Filipinas
;616;Polonia
;620;Portugal
;643;Rusia
;718;Holanda
;720;Nicaragua
;723;MÇxico
;724;Espa§a
;752;Suecia
;760;Siria
;840;Estados Unidos de AmÇrica
;1020;Francia
;1026;Panam†
;1029;Rep£blica de China (Taiwan)
;1034;Venezuela
;1045;Africa
;9999;Ignorado
Ocupaci¢n de la madre;1111;Miembros del poder legislativo
;1112;Personal directivo de la administraci¢n p£blica
;1113;Jefes de peque§as poblaciones
;1114;Dirigentes de organizaciones que presentan un interÇs especial
;1120;Directores generales y gerentes generales
;1211;Directores financieros
;1212;Directores de recursos humanos
;1213;Directores de pol°ticas y planificaci¢n
;1219;Directores de administraci¢n y servicios no clasificados bajo otros ep°grafes
;1221;Directores de ventas y comercializaci¢n
;1222;Directores de publicidad y relaciones p£blicas
;1223;Directores de investigaci¢n y desarrollo
;1311;Directores de producci¢n agropecuaria y silvicultura
;1312;Directores de producci¢n de piscicultura y pesca
;1321;Directores de industrias manufactureras
;1322;Directores de explotaciones de miner°a
;1323;Directores de empresas de construcci¢n
;1324;Directores de empresas de abastecimiento, distribuci¢n y afines
;1330;Directores de servicios de tecnolog°a de la informaci¢n y las comunicaciones
;1341;Directores de servicios de cuidados infantiles
;1342;Directores de servicios de salud
;1343;Directores de servicios de cuidado de las personas de edad
;1344;Directores  de servicios de bienestar social
;1345;Directores de servicios de educaci¢n
;1346;Gerentes de sucursales de bancos, de servicios financieros y de seguros
;1349;Directores y gerentes de servicios profesionales no clasificados bajo otros ep°grafes
;1411;Gerentes de hoteles
;1412;Gerentes de restaurantes
;1420;Gerentes de comercios al por mayor y al por menor
;1431;Gerentes de centros deportivos, de esparcimiento y culturales
;1439;Gerentes de servicios no clasificados bajo otros ep°grafes
;2111;F°sicos y astr¢nomos
;2112;Meteor¢logos
;2113;Qu°micos
;2114;Ge¢logos y geof°sicos
;2120;Matem†ticos, actuarios y estad°sticos
;2131;Bi¢logos, bot†nicos, zo¢logos y afines
;2132;Agr¢nomos y afines
;2133;Profesionales de la protecci¢n medioambiental
;2141;Ingenieros industriales y de producci¢n
;2142;Ingenieros civiles
;2143;Ingenieros medioambientales
;2144;Ingenieros mec†nicos
;2145;Ingenieros qu°micos
;2146;Ingenieros de minas, metal£rgicos y afines
;2149;Ingenieros no clasificados bajo otros ep°grafes
;2151;Ingenieros electricistas
;2152;Ingenieros electr¢nicos
;2153;Ingenieros en telecomunicaciones
;2161;Arquitectos
;2162;Arquitectos paisajistas
;2163;Dise§adores de productos y de prendas
;2164;Urbanistas e ingenieros de tr†nsito
;2165;Cart¢grafos y agrimensores
;2166;Dise§adores gr†ficos y multimedia
;2211;MÇdicos generales
;2212;MÇdicos especialistas 
;2221;Profesionales de enfermer°a
;2222;Profesionales de parter°a
;2230;Profesionales de medicina tradicional y alternativa
;2240;Practicantes paramÇdicos
;2250;Veterinarios
;2261;Dentistas
;2262;FarmacÇuticos
;2263;Profesionales de la salud y la higiene laboral y ambiental
;2264;Fisioterapeutas 
;2265;Dietistas y nutricionistas
;2266;Audi¢logos y logopedas
;2267;Optometristas
;2269;Profesionales de la salud no clasificados bajo otros ep°grafes
;2310;Profesores de universidades y de la ense§anza superior
;2320;Profesores de formaci¢n profesional
;2330;Profesores de ense§anza secundaria
;2341;Maestros de ense§anza primaria
;2342;Maestros preescolares
;2351;Especialistas en mÇtodos pedag¢gicos
;2352;Educadores para necesidades especiales
;2353;Otros profesores de idiomas
;2354;Otros profesores de m£sica
;2355;Otros profesores de artes
;2356;Instructores en tecnolog°a de la informaci¢n
;2359;Profesionales de la ense§anza no clasificados bajo otros ep°grafes
;2411;Contables
;2412;Asesores financieros y en inversiones
;2413;Analistas financieros
;2421;Analistas de gesti¢n y organizaci¢n
;2422;Especialistas en pol°ticas de administraci¢n
;2423;Especialistas en pol°ticas y servicios de personal y afines
;2424;Especialistas en formaci¢n del personal
;2431;Profesionales de la publicidad y la comercializaci¢n
;2432;Profesionales de relaciones p£blicas
;2433;Profesionales de ventas tÇcnicas y mÇdicas (excluyendo la TIC)
;2434;Profesionales de ventas de tecnolog°a de la informaci¢n y las comunicaciones
;2511;Analistas de sistemas
;2512;Desarrolladores de software
;2513;Desarrolladores Web y multimedia
;2514;Programadores de aplicaciones
;2519;Desarrolladores y analistas de software y multimedia y analistas no clasificados bajo otros ep°grafes
;2521;Dise§adores y administradores de bases de datos
;2522;Administradores de sistemas
;2523;Profesionales en redes de computadores
;2529;Especialistas en bases de datos y en redes de computadores no clasificados bajo otros ep°grafes
;2611;Abogados
;2612;Jueces
;2619;Profesionales en derecho no clasificados bajo otros ep°grafes
;2621;Archivistas y curadores de museos
;2622;Bibliotecarios, documentalistas y afines
;2631;Economistas
;2632;Soci¢logos, antrop¢logos y afines
;2633;Fil¢sofos, historiadores y especialistas en ciencias pol°ticas
;2634;Psic¢logos
;2635;Profesionales del trabajo social
;2636;Profesionales religiosos
;2641;Autores y otros escritores
;2642;Periodistas
;2643;Traductores, intÇrpretes y lingÅistas
;2651;Artistas de artes pl†sticas
;2652;M£sicos, cantantes y compositores
;2653;Bailarines y core¢grafos
;2654;Directores de cine, de teatro y afines
;2655;Actores
;2656;Locutores de radio, televisi¢n y otros medios de comunicaci¢n
;2659;Artistas creativos e interpretativos no clasificados bajo otros ep°grafes
;3111;TÇcnicos en ciencias f°sicas y qu°micas
;3112;TÇcnicos en ingenier°a civil
;3113;ElectrotÇcnicos
;3114;TÇcnicos en electr¢nica
;3115;TÇcnicos en ingenier°a mec†nica
;3116;TÇcnicos en qu°mica industrial
;3117;TÇcnicos en ingenier°a de minas y metalurgia
;3118;Delineantes y dibujantes tÇcnicos
;3119;TÇcnicos en ciencias f°sicas y en ingenier°a no clasificados bajo otros ep°grafes
;3121;Supervisores en ingenier°a de minas
;3122;Supervisores de industrias manufactureras
;3123;Supervisores de la construcci¢n
;3131;Operadores de instalaciones de producci¢n de energ°a
;3132;Operadores de incineradores, instalaciones de tratamiento de agua y afines
;3133;Controladores de instalaciones de procesamiento de productos qu°micos
;3134;Operadores de instalaciones de refinaci¢n de petr¢leo y gas natural
;3135;Controladores de procesos de producci¢n de metales
;3139;TÇcnicos en control de procesos no clasificados bajo otros ep°grafes
;3141;TÇcnicos en ciencias biol¢gicas (excluyendo la medicina)
;3142;TÇcnicos agropecuarios
;3143;TÇcnicos forestales
;3151;Oficiales maquinistas en navegaci¢n
;3152;Capitanes, oficiales de cubierta y pr†cticos
;3153;Pilotos de aviaci¢n y afines
;3154;Controladores de tr†fico aÇreo
;3155;TÇcnicos en seguridad aeron†utica
;3211;TÇcnicos en aparatos de diagn¢stico y tratamiento mÇdico
;3212;TÇcnicos de laboratorios mÇdicos
;3213;TÇcnicos y asistentes farmacÇuticos
;3214;TÇcnicos de pr¢tesis mÇdicas y dentales
;3221;Profesionales de nivel medio de enfermer°a
;3222;Profesionales de nivel medio de parter°a
;3230;Profesionales de nivel medio de medicina tradicional y alternativa
;3240;TÇcnicos y asistentes veterinarios
;3251;Dentistas auxiliares y ayudantes de odontolog°a
;3252;TÇcnicos en documentaci¢n sanitaria
;3253;Trabajadores comunitarios de la salud
;3254;TÇcnicos en optometr°a y ¢pticos
;3255;TÇcnicos y asistentes fisioterapeutas
;3256;Practicantes y asistentes mÇdicos
;3257;Inspectores de la salud laboral,  medioambiental y afines
;3258;Ayudantes de ambulancias
;3259;Profesionales de la salud de nivel medio no clasificados bajo otros ep°grafes
;3311;Agentes de bolsa, cambio y otros servicios financieros
;3312;Oficiales de prÇstamos y crÇditos
;3313;Tenedores de libros
;3314;Profesionales de nivel medio de servicios estad°sticos, matem†ticos y afines
;3315;Tasadores
;3321;Agentes de seguros
;3322;Representantes comerciales
;3323;Agentes de compras
;3324;Agentes de compras y consignatarios
;3331;Declarantes o gestores de aduana
;3332;Organizadores de conferencias y eventos
;3333;Agentes de empleo y contratistas de mano de obra
;3334;Agentes inmobiliarios
;3339;Agentes de servicios comerciales no clasificados bajo otros ep°grafes
;3341;Supervisores de secretar°a
;3342;Secretarios jur°dicos
;3343;Secretarios administrativos y ejecutivos
;3344;Secretarios mÇdicos
;3351;Agentes de aduana e inspectores de fronteras
;3352;Agentes de administraci¢n tributaria
;3353;Agentes de servicios de seguridad social
;3354;Agentes de servicios de expedici¢n de licencias y permisos
;3355;Inspectores de polic°a y detectives
;3359;Agentes de la administraci¢n p£blica para la aplicacion de la ley y afines no clasificados bajo otros ep°grafes
;3411;Profesionales de nivel medio del derecho y servicios legales y afines
;3412;Trabajadores y asistentes sociales de nivel medio
;3413;Auxiliares laicos de las religiones
;3421;Atletas y deportistas
;3422;Entrenadores, instructores y †rbitros de actividades deportivas
;3423;Instructores de educaci¢n f°sica y actividades recreativas
;3431;Fot¢grafos
;3432;Dise§adores y decoradores de interior
;3433;TÇcnicos en galer°as de arte, museos y bibliotecas
;3434;Chefs
;3435;Otros profesionales de nivel medio en actividades culturales y art°sticas
;3511;TÇcnicos en operaciones de tecnolog°a de la informaci¢n y las comunicaciones
;3512;TÇcnicos en asistencia al usuario de tecnolog°a de la informaci¢n y las comunicaciones
;3513;TÇcnicos en redes y sistemas de computadores
;3514;TÇcnicos de la Web
;3521;TÇcnicos de radiodifusi¢n y grabaci¢n audio visual
;3522;TÇcnicos de ingenier°a de las telecomunicaciones
;4110;Oficinistas generales
;4120;Secretarios (general)
;413;Operadores de m†quinas de oficina
;4131;Operadores de m†quinas de procesamiento de texto y mecan¢grafos
;4132;Grabadores de datos
;4211;Cajeros de bancos y afines
;4212;Receptores de apuestas y afines
;4213;Prestamistas
;4214;Cobradores y afines
;4221;Empleados de agencias de viajes
;4222;Empleados de centros de llamadas
;4223;Telefonistas
;4224;Recepcionistas de hoteles
;4225;Empleados de ventanillas de informaciones
;4226;Recepcionistas (general)
;4227;Entrevistadores de encuestas y de investigaciones de mercados
;4229;Empleados de servicios de informaci¢n al cliente no clasificados bajo otros ep°grafes
;4311;Empleados de contabilidad y c†lculo de costos
;4312;Empleados de servicios estad°sticos, financieros y de seguros
;4313;Empleados encargados de las n¢minas
;4321;Empleados de control de abastecimientos e inventario
;4322;Empleados de servicios de apoyo a la producci¢n
;4323;Empleados de servicios de transporte
;4411;Empleados de bibliotecas
;4412;Empleados de servicios de correos
;4413;Codificadores de datos, correctores de pruebas de imprenta y afines
;4414;Escribientes p£blicos y afines
;4415;Empleados de archivos
;4416;Empleados del servicio de personal
;4419;Personal de apoyo administrativo no clasificado bajo otros ep°grafes
;5111;Auxiliares de servicio de abordo
;5112;Revisores y cobradores de los transportes p£blicos
;5113;Gu°as de turismo
;5120;Cocineros
;5131;Camareros de mesas
;5132;Camareros de barra
;5141;Peluqueros
;5142;Especialistas en tratamientos de belleza y afines
;5151;Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos
;5152;Ec¢nomos y mayordomos domÇsticos 
;5153;Conserjes
;5161;Astr¢logos, adivinadores y afines
;5162;Acompa§antes y ayudantes de c†mara
;5163;Personal de pompas f£nebres y embalsamadores
;5164;Cuidadores de animales
;5165;Instructores de autoescuela
;5169;Trabajadores de servicios personales no clasificados bajo otros ep°grafes
;5211;Vendedores de quioscos y de puestos de mercado
;5212;Vendedores ambulantes de productos comestibles
;5221;Comerciantes de tiendas
;5222;Supervisores de tiendas y almacenes
;5223;Asistentes de venta de tiendas y almacenes
;5230;Cajeros y expendedores de billetes
;5241;Modelos de moda, arte y publicidad
;5242;Demostradores de tiendas
;5243;Vendedores puerta a puerta
;5244;Vendedores por telÇfono
;5245;Expendedores de gasolineras
;5246;Vendedores de comidas al mostrador
;5249;Vendedores no clasificados bajo otros ep°grafes
;5311;Cuidadores de ni§os
;5312;Auxiliares de maestros
;5321;Trabajadores de los cuidados personales en instituciones
;5322;Trabajadores de los cuidados personales a domicilio
;5329;Trabajadores de los cuidados personales en servicios de salud no clasificados bajo otros ep°grafes
;5411;Bomberos
;5412;Polic°as
;5413;Guardianes de prisi¢n
;5414;Guardias de protecci¢n
;5419;Personal de los servicios de protecci¢n no clasificados bajo otros ep°grafes
;6111;Agricultores y trabajadores calificados de cultivos extensivos
;6112;Agricultores y trabajadores calificados de plantaciones de †rboles y arbustos
;6113;Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines
;6114;Agricultores y trabajadores calificados de cultivos mixtos
;6121;Criadores de ganado
;6122;Avicultores y trabajadores calificados de la avicultura
;6123;Apicultores y sericultores y trabajadores calificados de la apicultura y la sericultura
;6129;Criadores y trabajadores pecuarios calificados de la cr°a de animales no clasificados bajo otros ep°grafes
;6130;Productores y trabajadores calificados de explotaciones agropecuarias mixtas cuya producci¢n se destina al mercado
;6210;Trabajadores forestales calificados y afines
;6221;Trabajadores de explotaciones de acuicultura
;6222;Pescadores de agua dulce y en aguas costeras
;6223;Pescadores de alta mar
;6224;Cazadores y tramperos
;6310;Trabajadores agr°colas de subsistencia
;6320;Trabajadores pecuarios de subsistencia
;6330;Trabajadores agropecuarios de subsistencia
;6340;Pescadores, cazadores, tramperos y recolectores de subsistencia
;7111;Constructores de casas
;7112;Alba§iles
;7113;Mamposteros, tronzadores, labrantes y grabadores de piedra
;7114;Operarios en cemento armado, enfoscadores y afines
;7115;Carpinteros de armar y de obra blanca
;7119;Oficiales y operarios de la construcci¢n (obra gruesa) y afines no clasificados bajo otros ep°grafes
;7121;Techadores
;7122;Parqueteros y colocadores de suelos
;7123;Revocadores
;7124;Instaladores de material aislante y de insonorizaci¢n
;7125;Cristaleros
;7126;Fontaneros e instaladores de tuber°as
;7127;Mec†nicos-montadores de instalaciones de refrigeraci¢n y climatizaci¢n
;7131;Pintores y empapeladores
;7132;Barnizadores y afines
;7133;Limpiadores de fachadas y deshollinadores
;7211;Moldeadores y macheros
;7212;Soldadores y oxicortadores
;7213;Chapistas y caldereros
;7214;Montadores de estructuras met†licas
;7215;Aparejadores y empalmadores de cables
;7221;Herreros y forjadores
;7222;Herramentistas y afines
;7223;Reguladores y operadores de m†quinas herramientas
;7224;Pulidores de metales y afiladores de herramientas
;7231;Mec†nicos y reparadores de veh°culos de motor
;7232;Mec†nicos y reparadores de motores de avi¢n
;7233;Mec†nicos y reparadores de m†quinas agr°colas e industriales
;7234;Reparadores de bicicletas y afines
;7311;Mec†nicos y reparadores de instrumentos de precisi¢n
;7312;Fabricantes y afinadores de instrumentos musicales
;7313;Joyeros, orfebres y plateros
;7314;Alfareros y afines (barro, arcilla y abrasivos)
;7315;Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio
;7316;Redactores de carteles, pintores decorativos y grabadores
;7317;Artesanos en madera, cester°a y materiales similares
;7318;Artesanos de los tejidos, el cuero y materiales similares
;7319;Artesanos no clasificados bajo otros ep°grafes
;732;Oficiales y operarios de las artes gr†ficas
;7321;Cajistas, tip¢grafos y afines
;7322;Impresores
;7323;Encuadernadores y afines
;7411;Electricistas de obras y afines
;7412;Mec†nicos y ajustadores electricistas
;7413;Instaladores y reparadores de l°neas elÇctricas 
;7421;Mec†nicos y reparadores en electr¢nica
;7422;Instaladores y reparadores en tecnolog°a de la informaci¢n y las comunicaciones
;7511;Carniceros, pescaderos y afines
;7512;Panaderos, pasteleros y confiteros
;7513;Operarios de la elaboraci¢n de productos l†cteos
;7514;Operarios de la conservaci¢n de frutas, legumbres, verduras y afines
;7515;Catadores y clasificadores de alimentos y bebidas
;7516;Preparadores y elaboradores de tabaco y sus productos
;7521;Operarios del tratamiento de la madera
;7522;Ebanistas y afines
;7523;Reguladores y operadores de m†quinas de labrar madera
;7531;Sastres, modistos, peleteros y sombrereros
;7532;Patronistas y cortadores de tela y afines
;7533;Costureros, bordadores y afines
;7534;Tapiceros, colchoneros y afines
;7535;Apelambradores, pellejeros y curtidores
;7536;Zapateros y afines
;7541;Buzos
;7542;Dinamiteros y pegadores
;7543;Clasificadores y probadores de productos (excluyendo alimentos y bebidas)
;7544;Fumigadores y otros controladores de plagas y malas hierbas
;7549;Oficiales, operarios y artesanos de artes mec†nicas y de otros oficios no clasificados bajo otros ep°grafes
;8111;Mineros y operadores de instalaciones mineras
;8112;Operadores de instalaciones de procesamiento de minerales y rocas
;8113;Perforadores y sondistas de pozos y afines
;8114;Operadores de m†quinas para fabricar cemento y otros productos minerales
;8121;Operadores de instalaciones de procesamiento de metales
;8122;Operadores de m†quinas pulidoras, galvanizadoras y recubridoras de metales 
;8131;Operadores de plantas y m†quinas de productos qu°micos
;8132;Operadores de m†quinas para fabricar productos fotogr†ficos
;8141;Operadores de m†quinas para fabricar productos de caucho
;8142;Operadores de m†quinas para fabricar productos de material pl†stico
;8143;Operadores de m†quinas para fabricar productos de papel
;8151;Operadores de m†quinas de preparaci¢n de fibras, hilado y devanado
;8152;Operadores de telares y otras m†quinas tejedoras
;8153;Operadores de m†quinas de coser
;8154;Operadores de m†quinas de blanqueamiento, te§ido y limpieza de tejidos
;8155;Operadores de m†quinas de tratamiento de pieles y cueros
;8156;Operadores de m†quinas para la fabricaci¢n de calzado y afines
;8157;Operadores de m†quinas lavarropas
;8159;Operadores de m†quinas para fabricar productos textiles y art°culos de piel y cuero no clasificados bajo otros ep°grafes
;8160;Operadores de m†quinas para elaborar alimentos y productos afines
;8171;Operadores de instalaciones para la preparaci¢n de pasta para papel y papel
;8172;Operadores de instalaciones de procesamiento de la madera
;8181;Operadores de instalaciones de vidrier°a y cer†mica
;8182;Operadores de m†quinas de vapor y calderas
;8183;Operadores de m†quinas de embalaje, embotellamiento y etiquetado 
;8189;Operadores de m†quinas y de instalaciones fijas no clasificados bajo otros ep°grafes
;8211;Ensambladores de maquinaria mec†nica
;8212;Ensambladores de equipos elÇctricos y electr¢nicos
;8219;Ensambladores no clasificados bajo otros ep°grafes
;8311;Maquinistas de locomotoras
;8312;Guardafrenos, guardagujas y agentes de maniobras
;8321;Conductores de motocicletas
;8322;Conductores de autom¢viles, taxis y camionetas
;8331;Conductores de autobuses y tranv°as
;8332;Conductores de camiones pesados
;8341;Operadores de maquinaria agr°cola y forestal m¢vil
;8342;Operadores de m†quinas de movimiento de tierras y afines
;8343;Operadores de gr£as, aparatos elevadores y afines
;8344;Operadores de autoelevadoras
;8350;Marineros de cubierta y afines
;9111;Limpiadores y asistentes domÇsticos
;9112;Limpiadores y asistentes de oficinas, hoteles y otros establecimientos
;9121;Lavanderos y planchadores manuales
;9122;Lavadores de veh°culos
;9123;Lavadores de ventanas
;9129;Otro personal de limpieza
;9211;Peones de explotaciones agr°colas
;9212;Peones de explotaciones ganaderas
;9213;Peones de explotaciones de cultivos mixtos y ganaderos
;9214;Peones de jardiner°a y horticultura
;9215;Peones forestales
;9216;Peones de pesca y acuicultura
;9311;Peones de minas y canteras
;9312;Peones de obras p£blicas y mantenimiento
;9313;Peones de la construcci¢n de edificios
;9321;Empacadores manuales
;9329;Peones de la industria manufacturera no clasificados bajo otros ep°grafes
;9331;Conductores de veh°culos accionados a pedal o a brazo
;9332;Conductores de veh°culos y m†quinas de tracci¢n animal
;9333;Peones de carga
;9334;Reponedores de estanter°as
;9411;Cocineros de comidas r†pidas
;9412;Ayudantes de cocina
;9510;Trabajadores ambulantes de servicios y afines
;952;Vendedores ambulantes (excluyendo de comida)
;9520;Vendedores ambulantes (excluyendo de comida)
;9611;Recolectores de basura y material reciclable
;9612;Clasificadores de desechos
;9613;Barrenderos y afines
;9621;Mensajeros, mandaderos, maleteros y repartidores
;9622;Personas que realizan trabajos varios
;9623;Recolectores de dinero en aparatos de venta autom†tica y lectores de medidores
;9624;Acarreadores de agua y recolectores  de  le§a
;9629;Ocupaciones elementales no clasificadas bajo otros ep°grafes
;0110;Oficiales de las fuerzas armadas
;0210;Suboficiales de las fuerzas armadas
;0310;Otros miembros de las fuerzas armadas
;9711;Oficios domÇsticos no remunerados
;9712;Estudiante
;9713;Jubilado
;9998;Ocupacion no bien especificada
;9999;Ignorado
Asistencia recibida;1;MÇdica
;2;Comadrona
;3;Emp°rica
;4;ParamÇdica
;5;Ninguna
Sitio de ocurrencia;1;Hospital p£blico
;2;Hospital privado
;3;Centro de salud
;4;Seguro social
;5;Vça p£blica
;6;Domicilio
;7;Otro
;9;Ignorado
Total de hijos tenidos;1;1
;2;2
;3;3
;4;4
;5;5
;6;6
;7;7
;8;8
;9;9
;10;10
;11;11
;12;12
;13;13
;14;14
;15;15
;16;16
;17;17
;99;Ignorado
Total de hijos nacidos muertos;0;0
;1;1
;2;2
;3;3
;4;4
;5;5
;6;6
;7;7
;8;8
;9;9
;10;10
;11;11
;12;12
;13;13
;99;Ignorado
Total de hijos vivos;1;1
;2;2
;3;3
;4;4
;5;5
;6;6
;7;7
;8;8
;9;9
;10;10
;11;11
;12;12
;13;13
;14;14
;15;15
;16;16
;99;Ignorado
